ID,name_en,name_cz,src_en,src_cz,desc_cz,desc_en,common,hard,hard_tol,spgrav,spgrav_tol,color,group_id,formula,test
287,Heliolite,Heliolit,,,,,0,,0,,0,,8,,
288,Helvin,Helvín,,,,,0,,0,,0,,8,,
289,Hematite,Hematit,,https://cs.wikipedia.org/wiki/Hematit,,,1,6,0.5,,0,"červená, hnědá,šedá až černá",4,Fe2O3,
290,Hemimorphite,Hemimorfit,,,,,0,,0,,0,,8,,
291,Herderite,Herderit,,,,,0,,0,,0,,7,,
292,Hessian,Hessit,,,,,0,,0,,0,,2,,
293,Heteromorphite,Heteromorfit,,https://cs.wikipedia.org/wiki/Heteromorfit,,,1,,0,,0,,2,,
294,Heterosite,Heterozit,,,,,0,,0,,0,,7,,
295,Heulandite,Heulandit,,,,,0,,0,,0,,8,,
296,Hibonite,Hibonit,,,,,0,,0,,0,,4,,
297,Hidalgoite,Hidalgoit,,,,,0,,0,,0,,6,,
298,Hiddenite,Hiddenit,,,,,0,,0,,0,,8,,
299,Hinsdalite,Hinsdalit,,,,,0,,0,,0,,6,,
300,Hiortdahlite,Hiortdahlit,,,,,0,,0,,0,,8,,
301,Hollandite,Hollandit,,,,,0,,0,,0,,4,,
302,Hope it,Hopeit,,,,,0,,0,,0,,7,,
303,Humite,Humit,,,,,0,,0,,0,,8,,
304,Hummerite,Hummerit,,,,,0,,0,,0,,4,,
305,Hureaulite,Hureaulit,,,,,0,,0,,0,,7,,
306,Hyalite,Hyalit,,https://cs.wikipedia.org/wiki/Hyalit,,,1,5.75,0.75,,0,bezbarvý,4,SiO2·nH2O,
307,Hyalophane,Hyalofán,,,,,0,,0,,0,,8,,
308,Hydroboracite,Hydroboracit,,,,,0,,0,,0,,5,,
309,Hydrozincite,Hydrozinkit,,https://cs.wikipedia.org/wiki/Hydrozinkit,,,1,2.25,0.25,,0,"bílá, šedá, žlutavá, růžová",5,Zn5(CO3)2(OH)6,
310,Hypersthene,Hypersten,,,,,0,,0,,0,,8,,
311,Hühnerkobelit,Hühnerkobelit,,,,,0,,0,,0,,7,,
312,Idocras,Idokras,,,,,0,,0,,0,,8,,
313,Ilmenite,Ilmenit,,https://cs.wikipedia.org/wiki/Ilmenit,,,1,5.5,0.5,,0,černá,4,FeTiO3,
314,Ilvait,Ilvait,,,,,0,,0,,0,,8,,
315,Indigolite,Indigolit,,,,,0,7.25,0.25,,0,"bezbarvá, růžová, červená, zelená, modrá, žlutá, hnědá až černá",8,"Na(Li,Al)3Al6(BO3)3Si6O18(OH)4",
316,Inezit,Inezit,,,,,0,,0,,0,,8,,
317,Inyoit,Inyoit,,,,,0,,0,,0,,4,,
318,Ixiolite,Ixiolit,,,,,0,,0,,0,,4,,
319,Jade,Jadeit,,https://cs.wikipedia.org/wiki/Jadeit,,,1,6.25,0.25,,0,"světle zelená, bílý, šedý, červený",8,(NaCa)(AlMgFe2)(Si2O6),
320,Jakobsit,Jakobsit,,https://cs.wikipedia.org/wiki/Jakobsit,,,1,5.75,0.25,,0,černá,4,"(Mn,Fe,Mg)6+(Fe,Mn)12+2O4",
321,Jamboree,Jamborit,,,,,0,,0,,0,,4,,
322,Jamesonite,Jamesonit,,https://cs.wikipedia.org/wiki/Jamesonit,,,1,2.5,0,,0,olověná,2,Pb4FeSb6S14,
323,Jarlit,Jarlit,,,,,0,,0,,0,,3,,
324,Cheer up,Jarosit,,,,,0,,0,,0,,6,,
325,Jasper,Jaspis,,https://cs.wikipedia.org/wiki/Jaspis,,,1,6.5,0.5,,0,"žlutá, hnědá,červená, zelená",4,SiO2,
326,Jeremejevit,Jeremejevit,,,,,0,,0,,0,,4,,
327,Johannsenite,Johannsenit,,,,,0,,0,,0,,8,,
328,Jordanite,Jordanit,,,,,0,,0,,0,,2,,
329,Cainite,Kainit,,,,,0,,0,,0,,6,,
330,Cocoxen,Kakoxen,,,,,0,,0,,0,,7,,
331,Calcite,Kalcit,,https://cs.wikipedia.org/wiki/Kalcit,,,1,3,0,,0,"čirá, bílá, žlutavá, červená, šedá, hnědá až černá",5,CaCO3,
332,Calomel,Kalomel,,https://cs.wikipedia.org/wiki/Kalomel,,,1,1.5,0.5,,0,"bezbarvý, bílý",3,Hg2Cl2,
333,Kammererit,Kammererit,,,,,0,,0,,0,,8,,
334,Campylite,Kampylit,,,,,0,,0,,0,,7,,
335,Campylite,Kampylit,,,,,0,,0,,0,,7,,
336,Cancrinitis,Kankrinit,,,,,0,,0,,0,,8,,
337,Kaolinite,Kaolinit,,https://cs.wikipedia.org/wiki/Kaolinit,,,1,1.5,0.5,,0,bílý,8,Al2Si2O5(OH)4,
338,Carfolite,Karfolit,,,,,0,,0,,0,,8,,
339,Cornelian,Karneol,,,,,0,6.5,0,,0,oranžovo-červená až hnědá,4,SiO2,
340,Cassiterite,Kasiterit,,https://cs.wikipedia.org/wiki/Kasiterit,,,1,6.5,0.5,,0,"hnědočerná, šedá, žlutá",4,SnO2,
341,Keckit,Keckit,,,,,0,,0,,0,,7,,
342,Kermesite,Kermezit,,,,,0,,0,,0,,2,,
343,Kernit,Kernit,,,,,0,,0,,0,,5,,
344,Kidwellite,Kidwellit,,,,,0,,0,,0,,7,,
345,Kieserite,Kieserit,,,,,0,,0,,0,,6,,
346,Klebelsbergite,Klebelsbergit,,,,,0,,0,,0,,6,,
347,Clinochlor,Klinochlor,,,,,0,,0,,0,,8,,
348,Clinohumite,Klinohumit,,,,,0,,0,,0,,8,,
349,Clinoclase,Klinoklas,,,,,0,,0,,0,,7,,
350,Clinozoisite,Klinozoisit,,,,,0,6.5,0,,0,"bezbarvý, zelená, žlutá, modrá, fialová, červená, růžová",8,Ca2Al3Si3O12(OH),
351,Cobaltium,Kobaltin,,https://cs.wikipedia.org/wiki/Kobaltin,,,1,5.5,0,,0,stříbrobílá ...,2,CoAsS,
352,Konichalcite,Konichalcit,,,,,0,,0,,0,,7,,
353,Corundum,Korund,,https://cs.wikipedia.org/wiki/Korund,,,1,9,0,,0,"bezbarvý, šedá, modrá,červená...",4,Al2O3,
354,Koshsholong,Košolong,,,,,0,,0,,0,,4,,
355,Krennereit,Krennereit,,,,,0,,0,,0,,2,"(Au,Ag)Te2",
356,Crocodile,Krokoit,,https://cs.wikipedia.org/wiki/Krokoit,,,1,2.75,0.25,,0,"červená, oranžová, žlutá",6,PbCrO4,
357,Crocidolite,Krokydolit,,,,,0,,0,,0,,8,,
358,Crocidolite,Krokydolit,,,,,0,,0,,0,,8,,
359,Cryolite,Kryolit,,,,,0,2.75,0.25,,0,"bílá, šedá, načervenalá...",3,Na3[AlF6],
360,Kröhnkit,Kröhnkit,,,,,0,,0,,0,,6,,
361,Ktenasit,Ktenasit,,,,,0,,0,,0,,6,,
362,Kunzite,Kunzit,,,,,0,,0,,0,,8,,
363,Cuprite,Kuprit,,https://cs.wikipedia.org/wiki/Kuprit,,,1,3.75,0.25,,0,"hnědočervená, červená...",4,Cu2O,
364,Kuprosklodowskite,Kuprosklodowskit,,,,,0,,0,,0,,8,,
365,Kutnahorite,Kutnahorit,,,,,0,,0,,0,,5,,
366,Kyanite,Kyanit,,,,,0,"5,5–7",0,,0,"modrá, bílá...",8,Al2SiO5,
367,Cyanotrichite,Kyanotrichit,,,,,0,,0,,0,,6,,
368,Cylindrite,Kylindrit,,,,,0,,0,,0,,2,,
369,Köttigit,Köttigit,,,,,0,,0,,0,,7,,
370,Quartz,Křemen,,https://cs.wikipedia.org/wiki/K%C5%99emen,,,1,7,0,,0,rozmanitá,4,SiO2,
371,Crystal,Křišťál,,https://cs.wikipedia.org/wiki/K%C5%99i%C5%A1%C5%A5%C3%A1l,křehký,,1,7,0,,0,"bezbarvý, mírně zakalený, někdy s vrostlicemi",4,SiO2,
372,Labradorite,Labradorit,,https://cs.wikipedia.org/wiki/Labradorit,,,1,,0,,0,,8,,
373,Langbanite,Langbanit,,,,,0,,0,,0,,8,,
374,Langit,Langit,,,,,0,,0,,0,,6,,
375,Larderellit,Larderellit,,,,,0,,0,,0,,4,,
376,Latiumite,Latiumit,,,,,0,,0,,0,,8,,
377,Latiumite,Latiumit,,,,,0,,0,,0,,8,,
378,Laubmannite,Laubmannit,,,,,0,,0,,0,,7,,
379,Laueit,Laueit,,,,,0,,0,,0,,7,,
380,Laumontite,Laumontit,,,,,0,,0,,0,,8,,
381,Laurionite,Laurionit,,,,,0,,0,,0,,3,,
382,Lavenit,Lavenit,,,,,0,,0,,0,,8,,
383,Lazulite,Lazulit,,,,,0,5.25,0.25,,0,temně modrá až nazelenale modrá,7,"Na6Ca2Al6Si6O24[(SO4),S,Cl,(OH)]2",
384,Lapis lazuli,Lazurit,,https://cs.wikipedia.org/wiki/Lazurit,,,1,,0,,0,,8,,
385,Leadhillite,Leadhillit,,,,,0,,0,,0,,5,,
386,Lechatelierite,Lechatelierit,,,,,0,,0,,0,,4,,
387,Legrandite,Legrandit,,,,,0,,0,,0,,7,,
388,Leiteite,Leiteit,,,,,0,,0,,0,,7,,
389,Lengenbachite,Lengenbachit,,,,,0,,0,,0,,2,,
390,Lepidocrocite,Lepidokrokit,,https://cs.wikipedia.org/wiki/Lepidokrokit,,,1,,0,,0,,4,,
391,Lepidolite,Lepidolit,,,,,0,"2,5-4",0,,0,"Fialová, růžová, zelená",8,"KLi2Al[(OH,F)2Si4O10]",
392,Lettsomite,Lettsomit,,,,,0,,0,,0,,6,,
393,Leucite,Leucit,,,,,0,,0,,0,,8,,
394,Leukophosphite,Leukofosfit,,,,,0,,0,,0,,7,,
395,Leucopyrite,Leukopyrit,,,,,0,,0,,0,,2,FeAs2,
396,Levin,Levyn,,,,,0,,0,,0,,8,,
397,Libethenite,Libethenit,,,,,0,4,0,,0,tmavě až olivově zelený,7,Cu2(PO4)(OH),
398,Liddicoatite,Liddicoatit,,,,,0,,0,,0,,8,,
399,Limonite,Limonit,,,,,0,"4–5,5 (záleží na obsahu vody)",0,,0,hnědý až černý,4,Fe2O3·nH2O,
400,Linarite,Linarit,,,,,0,,0,,0,,6,,
401,Linnaeus,Linneit,,,,,0,,0,,0,,2,,
402,Liroconite,Lirokonit,,,,,0,,0,,0,,7,,
403,Liskeardite,Liskeardit,,,,,0,,0,,0,,7,,
404,Lorenzenite,Lorenzenit,,,,,0,,0,,0,,8,,
405,Ludlamite,Ludlamit,,,,,0,,0,,0,,7,,
406,Ludwigite,Ludwigit,,,,,0,,0,,0,,5,,
407,Löllingit,Löllingit,,,,,0,,0,,0,,2,FeAs2,
408,Magnetite,Magnetit,,https://cs.wikipedia.org/wiki/Magnetit,,,1,,0,,0,,4,,
409,Magnesite,Magnezit,,https://cs.wikipedia.org/wiki/Magnezit,,,1,4.25,0.25,,0,"bílá, šedá, žlutá, hnědá, černá",5,MgCO3,
410,Malachite,Malachit,,,,,0,,0,,0,,5,,
411,Manasseh,Manasseit,,,,,0,,0,,0,,5,,
412,Manganite,Manganit,,https://cs.wikipedia.org/wiki/Manganit,,,1,,0,,0,,4,,
413,Margarita,Margarit,,,,,0,,0,,0,,8,,
414,Marialite,Marialit,,,,,0,,0,,0,,8,,
415,Marcasite,Markazit,,https://cs.wikipedia.org/wiki/Markazit,,,1,6.25,0.25,,0,bledě žlutá,2,FeS2,
416,Talc,Mastek,,https://cs.wikipedia.org/wiki/Mastek,,,1,,0,,0,,8,,
417,Matlockite,Matlockit,,https://cs.wikipedia.org/wiki/Matlockit,,,1,2.75,0.25,,0,"bezbarvý, nažloutlý, nazelenalý",3,PbFCl,
418,Maucherite,Maucherit,,,,,0,,0,,0,,2,,
419,McGovernite,Mcgovernit,,,,,0,,0,,0,,8,,
420,Megonite,Mejonit,,,,,0,,0,,0,,8,,
421,Melanitis,Melanit,,,,,0,6.75,0.25,,0,"bezbarvý, zelený, černý...",8,Ca3Fe23+(SiO4)3,
422,Melanophlogite,Melanoflogit,,,,,0,,0,,0,,4,,
423,Melanteritis,Melanterit,,https://cs.wikipedia.org/wiki/Melanterit,,,1,2,0,,0,"zelená, žlutozelená",6,FeSO4·7(H2O),
424,Melilitis,Melilit,,,,,0,,0,,0,,8,,
425,Melita,Melit,,,,,0,,0,,0,,4,,
426,Mendipit,Mendipit,,,,,0,,0,,0,,4,,
427,Mesolithic,Mezolit,,,,,0,,0,,0,,8,,
428,Miargyrite,Miargyrit,,,,,0,,0,,0,,2,,
429,Miemit,Miemit,,,,,0,,0,,0,,5,,
430,Microcline,Mikroklin,,,0.015,,0,,0,,2.555,,8,K(AlSi3O8),
431,Microlith,Mikrolit,,,,,0,,0,,0,,4,,
432,Milarite,Milarit,,,,,0,,0,,0,,8,,
433,Millerite,Millerit,,,,,0,,0,,0,,2,NiS,
434,Mimetesite,Mimetezit,,,,,0,,0,,0,,7,,
435,Mini,Minium,,,,,0,2.5,0,,0,,4,Pb3O4,
436,Mirabilit,Mirabilit,,https://cs.wikipedia.org/wiki/Mirabilit,,,1,,0,,0,,6,,
437,Mithridate,Mitridatit,,,,,0,,0,,0,,7,,
438,Mix it up,Mixit,,,,,0,,0,,0,,7,,
439,Molybdenite,Molybdenit,,https://cs.wikipedia.org/wiki/Molybdenit,,,1,1.25,0.25,,0,"černý, olověně šedý, šedý",2,MoS2,
440,Monazite,Monazit,,https://cs.wikipedia.org/wiki/Monazit-(Ce),,,1,,0,,0,,7,,
441,Montmorillonite,Montmorillonit,,,,,0,,0,,0,,8,,
442,Mordenit,Mordenit,,,,,0,,0,,0,,8,,
443,Morganite,Morganit,,https://cs.wikipedia.org/wiki/Morganit,,,1,7.75,0.25,,0,variuje od růžové po purpurovo-růžovou,8,Be3Al2(SiO3)6,
444,Moroxide,Moroxit,,,,,0,,0,,0,,7,,
445,Mottramite,Mottramit,,,,,0,,0,,0,,7,,
446,Mullite,Mullit,,,,,0,,0,,0,,8,,
447,Muscovite,Muskovit,,https://cs.wikipedia.org/wiki/Muskovit,,,1,,0,,0,,8,,
448,Marigold,Měsíček,,,,,0,,0,,0,,8,,
449,Copper,Měď,,https://cs.wikipedia.org/wiki/M%C4%9B%C4%8F_(miner%C3%A1l),,,1,3,0,,0,,1,Cu,
450,To swell,Nadorit,,,,,0,,0,,0,,3,,
451,Nagyagit,Nagyagit,,,,,0,,0,,0,,2,,
452,Covered,Nakrit,,,,,0,,0,,0,,8,,
453,Namibian,Namibit,,,,,0,,0,,0,,7,,
454,A trinity,Natrojarosit,,,,,0,,0,,0,,6,,
455,To troll,Natrolit,,,,,0,5.25,0.25,,0,"Bez barvy, bílá, červenavá, žlutavá",8,Na2[Al2Si3O10]•2H2O,
456,Nealite,Nealit,,,,,0,,0,,0,,3,,
457,Nepheline,Nefelín,,https://cs.wikipedia.org/w/index.php?title=Kategorie:Miner%C3%A1ly&pagefrom=Nefel%C3%ADn#mw-pages,,,1,5.75,0.25,,0,"bezbarvý,šedý,bílý",8,(NaK)AlSiO4,
458,Nephrite,Nefrit,,https://cs.wikipedia.org/wiki/Nefrit,,,1,,0,,0,,8,,
459,Do not paint,Nemalit,,,,,0,,0,,0,,4,,
460,Neptunite,Neptunit,,,,,0,,0,,0,,8,,
461,Newberyite,Newberyit,,,,,0,,0,,0,,7,,
462,Nickeline,Nikelín,,,,,0,,0,,0,,2,,
463,Nickel,Nikl,,,,,0,4,0,,0,,1,Ni,
464,Niobite,Niobit,,,,,0,,0,,0,,4,,
465,Nissonite,Nissonit,,,,,0,,0,,0,,7,,
466,Nitronitrite,Nitronatrit,,https://cs.wikipedia.org/wiki/Nitronatrit,,,1,1.75,0.25,,0,"bezbarvý, bílá...",5,NaNO3,
467,Nontronite,Nontronit,,,,,0,,0,,0,,8,,
468,Nosean,Nosean,,,,,0,,0,,0,,8,,
469,Newbie,Nováčekit,,,,,0,,0,,0,,7,,
470,Nussierite,Nussierit,,,,,0,,0,,0,,7,,
471,Ojuleait,Ojuleait,,,,,0,,0,,0,,7,,
472,Okenite,Okenit,,,,,0,,0,,0,,8,,
473,Oligoclase,Oligoklas,,,,,0,,0,,0,,8,,
474,Olivenite,Olivenit,,https://cs.wikipedia.org/wiki/Olivenit,,,1,3.5,0.5,,0,"tmavě zelená, olivově zelená, žlutohnědá až hnědá",7,Cu22+(AsO4)(OH),
475,Olivine,Olivín,https://en.wikipedia.org/wiki/Olivine,https://cs.wikipedia.org/wiki/Oliv%C3%ADn,,,1,6.75,0.25,,0,"žlutozelená až olivově zelená, červenohnědá",8,"(Mg,Fe)2[SiO4]",
476,Onyx,Onyx,,https://en.wikipedia.org/wiki/Onyx,,,1,7,0,,0,černobílé proužkování,4,SiO2,
477,Opal,Opál,,,,,0,6,0.5,,0,"bezbarvý, mléčně bílý, žlutavý, oranžově červený, zelený",4,SiO2·nH2O,
478,Orthoclase,Ortoklas,,,,,0,6,0,,0,"světle žlutobílý, nahnědlý",8,KAlSi3O8,
479,Osumilite,Osumilit,,,,,0,,0,,0,,8,,
480,Otavit,Otavit,,,,,0,,0,,0,,5,,
481,Pachnolite,Pachnolit,,,,,0,,0,,0,,3,,
482,Palygorskite,Palygorskit,,,,,0,,0,,0,,8,,
483,Paradamine,Paradamin,,,,,0,,0,,0,,7,,
484,Parahopeite,Parahopeit,,,,,0,,0,,0,,7,,
485,Paralaurionite,Paralaurionit,,,,,0,,0,,0,,4,,
486,Parasymplesitis,Parasymplezit,,,,,0,,0,,0,,7,,
487,Paravauxite,Paravauxit,,,,,0,,0,,0,,7,,
488,Parsonite,Parsonit,,,,,0,,0,,0,,7,,
489,Pearceite,Pearceit,,,,,0,,0,,0,,2,,
490,Pectolite,Pektolit,,https://cs.wikipedia.org/wiki/Pektolit,,,1,5,0,,0,"bílá, narůžovělá, šedavá",8,NaCa2H(Si3O9),
491,Pelosidrite,Pelosiderit,,,,,0,,0,,0,,5,,
492,Penfieldite,Penfieldit,,,,,0,,0,,0,,4,,
493,Pentlandite,Pentlandit,,,,,0,,0,,0,,2,,
494,Peridot,Peridot,,,,,0,,0,,0,,8,,
495,Pericles,Periklas,,,,,0,,0,,0,,4,,
496,Perovskite,Perovskit,,https://cs.wikipedia.org/wiki/Perovskit,,,1,5.5,0,,0,"žlutá, červenohnědá až černá",4,CaTiO3,
497,Petalite,Petalit,,,,,0,,0,,0,,8,,
498,Phillipsite,Phillipsit,,,,,0,,0,,0,,8,,
499,Piedmontite,Piemontit,,,,,0,,0,,0,,8,,
500,Picropharmacolith,Pikrofarmakolit,,,,,0,,0,,0,,7,,
501,Picrosmin,Pikrosmin,,,,,0,,0,,0,,8,,
502,Pinakiolite,Pinakiolit,,,,,0,,0,,0,,4,,
503,Pistachio,Pistacit,,,,,0,,0,,0,,8,,
504,Plagionite,Plagionit,,,,,0,,0,,0,,2,,
505,Plasma,Plasma,,,,,0,,0,,0,,4,,
506,Platinum,Platina,,,,,0,4.25,0.25,,0,,1,Pt,
507,Plyhalite,Plyhalit,,,,,0,,0,,0,,6,,
508,Polyanite,Polianit,,,,,0,,0,,0,,4,,
509,Pollute,Polucit,,,,,0,,0,,0,,8,,
510,Polybasite,Polybazit,,,,,0,,0,,0,,2,,
511,Polymignite,Polymignit,,,,,0,,0,,0,,4,,
512,Polyspherite,Polysferit,,,,,0,,0,,0,,7,,
513,Posnjakite,Posnjakit,,,,,0,,0,,0,,6,,
514,Powellite,Powellit,,,,,0,,0,,0,,4,,
515,Prehnite,Prehnit,,,,,0,,0,,0,,8,,
516,Proustite,Proustit,,,,,0,,0,,0,,2,,
517,Pseudoboleite,Pseudoboleit,,,,,0,,0,,0,,4,,
518,Pseudobrookite,Pseudobrookit,,,,,0,,0,,0,,4,,
519,Pseudomalachite,Pseudomalachit,,,,,0,,0,,0,,7,,
520,Psilomelane,Psilomelan,,,,,0,,0,,0,,4,,
521,Blistering,Pucherit,,,,,0,,0,,0,,7,,
522,Pumpellyite,Pumpellyit,,,,,0,,0,,0,,8,,
523,Piknit,Pyknit,,,,,0,,0,,0,,8,,
524,Pyrargyrite,Pyrargyrit,,,,,0,,0,,0,,2,,
525,Pyrrhotin,Pyrhotin,,https://cs.wikipedia.org/wiki/Nefrit,,,1,3.75,0.25,,0,"žlutohnědá, bronzová",2,"Fe(1-x)S (kde x=0-0,17)",
526,Pyrite,Pyrit,,,,,0,6.25,0.25,,0,mosazně žlutá,2,FeS2,
527,Pyrochlor,Pyrochlor,,,,,0,,0,,0,,4,,
528,Pyrophyllite,Pyrofylit,,,,,0,1.75,0.25,,0,"hnědozeleným, hnědožlutý, šedý",8,Al2Si4O10(OH)2,
529,Pyrolusite,Pyroluzit,,https://cs.wikipedia.org/wiki/Pyroluzit,,,1,6.25,0.25,,0,ocelově šedá až černá,4,MnO2,
530,Pyromorphite,Pyromorfit,,https://cs.wikipedia.org/wiki/Pyromorfit,,,1,3.75,0.25,,0,"trávově zelená, zelená, žlutá, žlutohnědá, žlutooranžová, hnědá, našedlá, může být i bezbarvý",7,Pb5(PO4)3Cl,
531,Pyrop,Pyrop,,https://cs.wikipedia.org/wiki/Pyrop,,,1,7.25,0.25,,0,temné odstíny červené,8,Mg3Al2[SiO4]3,
532,Pyrosmalite,Pyrosmalit,,,,,0,,0,,0,,8,,
533,Pyrostilpnite,Pyrostilpnit,,,,,0,,0,,0,,2,,
534,Rose quartz,Růženín,,,,,0,,0,,0,,4,,
535,Ralstonite,Ralstonit,,,,,0,,0,,0,,4,,
536,Rammelsbergite,Rammelsbergit,,,,,0,,0,,0,,2,,
537,Raspite,Raspit,,,,,0,,0,,0,,6,,
538,Rauenthalite,Rauenthalit,,,,,0,,0,,0,,7,,
539,Realgar,Realgar,,https://cs.wikipedia.org/wiki/Realgar,,,1,1.75,0.25,,0,oranžově červená,2,As4S4,
540,Rhaeticite,Rhaeticit,,,,,0,,0,,0,,8,,
541,Rhodesite,Rhodezit,,,,,0,,0,,0,,8,,
542,Richterite,Richterit,,,,,0,,0,,0,,8,,
543,Riebeckite,Riebeckit,,,,,0,,0,,0,,8,,
544,Ripidolite,Ripidolit,,,,,0,,0,,0,,8,,
545,Rockbridgeite,Rockbridgeit,,,,,0,,0,,0,,7,,
546,Rhodochrosite,Rodochrozit,,https://cs.wikipedia.org/wiki/Rodochrozit,,,1,3.75,0.25,,0,"růžový, červený, třešňově červený, žlutý, žlutošedý, šedý, skořicově hnědý, může být pruhovaný",5,MnCO3,
547,Rhodonite,Rodonit,,https://cs.wikipedia.org/wiki/Rodonit,,,1,6,0.5,,0,"růžová, červená, červenohnědá",8,"(Mn,Ca)SiO3",
548,Roedderit,Roedderit,,,,,0,,0,,0,,8,,
549,Romanechite,Romanechit,,,,,0,,0,,0,,4,,
550,To dew,Rosasit,,,,,0,,0,,0,,5,,
551,Roselit,Roselit,,,,,0,,0,,0,,7,,
552,Mercury,Rtuť,,https://cs.wikipedia.org/wiki/Rtu%C5%A5_(miner%C3%A1l),,,1,,0,,0,,1,Hg,
553,Rubella,Rubelan,,,,,0,,0,,0,,8,,
554,Rubellite,Rubelit,,,,,0,7.25,0.25,,0,"bezbarvá, růžová, červená, zelená, modrá, žlutá, hnědá až černá",8,"Na(Li,Al)3Al6(BO3)3Si6O18(OH)4",
555,Ruby,Rubín,,https://cs.wikipedia.org/wiki/Rub%C3%ADn,,,1,9,0,,0,červený,4,Al2O3,
556,Rutile,Rutil,,https://cs.wikipedia.org/wiki/Rutil,,,1,6.25,0.25,,0,"žlutá, červená až černá",4,TiO2,
557,Safflowerite,Saflorit,,,,,0,,0,,0,,2,,
558,Sapphire,Safír,,https://cs.wikipedia.org/wiki/Saf%C3%ADr,,,1,9,0,,0,"modrý, oranžový, růžový, žlutý, zelený,bílý nebo mnohobarevný",4,Al2O3,
559,Sagenite,Sagenit,,,,,0,,0,,0,,4,,
560,A Sainfeldite,Sainfeldit,,,,,0,,0,,0,,7,,
561,Salmiak,Salmiak,,https://cs.wikipedia.org/wiki/Salmiak_(miner%C3%A1l),,,1,,0,,0,,3,Vzorec,
562,Saléeit,Saléeit,,,,,0,,0,,0,,7,,
563,Samarski,Samarskit,,,,,0,,0,,0,,4,,
564,Velvet,Sametka,,,,,0,,0,,0,,4,,
565,Saneroit,Saneroit,,,,,0,,0,,0,,8,,
566,Sanidine,Sanidin,,https://cs.wikipedia.org/wiki/Sanidin,,,1,6,0,,0,"bezbarvý, bílý, šedý ...",8,KAlSi3O8,
567,Saponite,Saponit,,,,,0,,0,,0,,8,,
568,Sarabauit,Sarabauit,,,,,0,,0,,0,,2,,
569,Scheelite,Scheelit,,https://cs.wikipedia.org/wiki/Scheelit,,,1,4.75,0.25,,0,"bílá, žlutá, hnědá, oranžová, červená, zelenavá",6,CaWO4,
570,Schneiderhöhnit,Schneiderhöhnit,,,,,0,,0,,0,,4,,
571,Schrockingerite,Schroeckingerit,,,,,0,,0,,0,,5,,
572,Schulenbergite,Schulenbergit,,,,,0,,0,,0,,5,,
573,Schwazit,Schwazit,,,,,0,,0,,0,,2,,
574,Celadonite,Seladonit,,,,,0,,0,,0,,8,,
575,Selenite,Selenit,,,,,0,1.75,0.25,,0,"bezbarvý, podle příměsí",6,CaSO4•2H2O,
576,Seligmannite,Seligmannit,,,,,0,,0,,0,,2,,
577,Sellit,Sellait,,https://cs.wikipedia.org/wiki/Sellait,,,1,,0,,0,,3,,
578,Semseyit,Semseyit,,,,,0,,0,,0,,2,,
579,Senarmontite,Senarmontit,,,,,0,,0,,0,,4,,
580,Sepiolite,Sepiolit,,https://cs.wikipedia.org/wiki/Sepiolit,,,1,2.25,0.25,,0,"bílá, žlutavá,...",8,Mg4Si6O15(OH)2•6 H2O,
581,Serpierite,Serpierit,,,,,0,,0,,0,,6,,
582,Sphalerite,Sfalerit,,https://cs.wikipedia.org/wiki/Sfalerit,,,1,3.75,0.25,,0,"bílá, žlutá, červená, černá a další",2,ZnS,
583,Shorty,Shortit,,,,,0,,0,,0,,5,,
584,Siderite,Siderit,,,,,0,4.25,0.25,,0,"žlutohnědá, hnědočernášedá",5,FeCO3,
585,Sideronatrite,Sideronatrit,,,,,0,,0,,0,,6,,
586,Siegenite,Siegenit,,,,,0,,0,,0,,2,,
587,Sillimanite,Sillimanit,,https://cs.wikipedia.org/wiki/Sillimanit,,,1,7,0,,0,"bezbarvý, bílá, šedá...",8,Al2SiO5,
588,Scapolite,Skapolit,,,,,0,,0,,0,,8,,
589,Scolecite,Skolecit,,,,,0,,0,,0,,8,,
590,To corrode,Skorodit,,,,,0,,0,,0,,7,,
591,Skoryl,Skoryl,,https://cs.wikipedia.org/wiki/Skoryl,,,1,7.25,0.25,,0,černá,8,NaFe2+3Al6(BO3)3Si6O18(OH)4,
592,Skutterudite,Skutterudit,,,,,0,,0,,0,,2,CoAs3,
593,Enamel,Smaltin,,,,,0,,0,,0,,2,,
594,Smithsonite,Smithsonit,,,,,0,5,0,,0,"bílá, šedá, žlutá, zelená,...",5,ZnCO3,
595,Sodalite,Sodalit,,https://cs.wikipedia.org/wiki/Sodalit,,,1,5.75,0.25,,0,"modrý, modrošedý, šedý, fialový, růžový, bílý, nažloutlý, nazelenalý",8,Na8(Al6Si6O24)Cl2,
596,Soddyite,Soddyit,,,,,0,,0,,0,,8,,
597,Spangolite,Spangolit,,,,,0,,0,,0,,3,,
598,Specularity,Spekularit,,,,,0,6,0,,0,"červená, hnědá,šedá až černá",4,Fe2O3,
599,Spessartine,Spessartin,,https://cs.wikipedia.org/wiki/Spessartin,,,1,7.25,0.25,,0,oranžová až hnědočervená,8,Mn3Al2(SiO4)3,
600,Spinel,Spinel,,https://cs.wikipedia.org/wiki/Spinel,,,1,8,0,,0,"bezbarvý, žlutá, zelená,...",4,MgAl2O4,
601,Spodumene,Spodumen,,,,,0,,0,,0,,8,,
602,Srüverit,Srüverit,,,,,0,,0,,0,,4,,
603,Stanin,Stanin,,,,,0,,0,,0,,2,,
