ID,name_lat,alts,name_cz,name_sk,Nazev_lidovy,Celed,Vyznam,Obrazek,Botanik_char,Oblast,Narok_char,Sklizen_uprava,Uziti,Uzitek,Typ,Barva,Temp
1,Abies alba Mill.,,jedle bělokorá,,,Pinaceae,0,,,,,,,,,,Pinaceae
2,Abies concolor (Gord. et Glend.) Hildebr.,,jedle ojíněná,,,Pinaceae,0,,,,,,,,,,Pinaceae
3,Abies homolepis Siebold et Zucc.,,jedle nikkoská,,,Pinaceae,0,,,,,,,,,,Pinaceae
4,Abies nordmanniana (Steven) Spach,,jedle kavkazská,,,Pinaceae,0,,,,,,,,,,Pinaceae
5,Abutilon theophrasti Medik.,,mračňák theophrastův,,,Malvaceae,0,,,,,,,,,,Malvaceae
6,Acer campestre L. ,,javor babyka,,,Aceraceae,0,,,,,,,,,,Aceraceae
7,Acer japonicum Thunb. ,,javor japonský,,,Aceraceae,0,,,,,,,,,,Aceraceae
8,Acer negundo L.,Syn.: Negundo aceroides Moench,javor jasanolistý (javorovec jasanolistý),,,Aceraceae,0,,,,,,,,,,Aceraceae
9,Acer palmatum Thunb. ,,javor dlanitolistý,,,Aceraceae,0,,,,,,,,,,Aceraceae
10,Acer platanoides L. ,,javor mléč,,,Aceraceae,0,,,,,,,,,,Aceraceae
11,Acer pseudoplatanus L. ,,javor klen,,,Aceraceae,0,,,,,,,,,,Aceraceae
12,Acer saccharinum L.,,javor stříbrný,,,Aceraceae,0,,,,,,,,,,Aceraceae
13,Achillea asplenifolia Vent. ,,řebříček sleziníkolistý,,,Asteraceae,0,,,,,,,,,,Asteraceae
14,Achillea clypeolata Sibth. et Sm.,,,,,Asteraceae,0,,,,,,,,,,Asteraceae
15,Achillea collina Heimerl,,řebříček chlumní,,,Asteraceae,0,,,,,,,,,,Asteraceae
16,Achillea crithmifolia Waldst. et Kit.,,řebříček jemnolistý,,,Asteraceae,0,,,,,,,,,,Asteraceae
17,Achillea grandifolia Friv.,,řebříček velkolistý,,,Asteraceae,0,,,,,,,,,,Asteraceae
18,Achillea macrophylla L.,,řebříček širolistý,,,Asteraceae,0,,,,,,,,,,Asteraceae
19,Achillea millefolium L.,,řebříček obecný,Myší chvost obyčajný,"husí jazýček, kočičí ocas, krkavník, myší ocásek, tisícilistník, zaječí chléb, ovčí žebro, žebříček, cikánský žebř, hřebíček, husí ocásek, kočíčí ocas, kroupky, krupička, krvavník, mačačinec, myší chvost, ovčí žebro, řebřík, žebřík",Asteraceae,1,,,,,,,,,#ffffff,Asteraceae
20,Achillea millefolium subsp. millefolium,,řebříček obecný pravý,,,Asteraceae,0,,,,,,,,,,Asteraceae
21,Achillea millefolium subsp. sudetica (Opiz) Oborny,"Syn.: Achillea millefolium var. alpestris Wimm. et Grab., A. sudetica Opiz",řebříček obecný sudetský,,,Asteraceae,0,,,,,,,,,,Asteraceae
22,Achillea nobilis L.,(incl. Achillea neilreichii A. Kern.),řebříček sličný,,,Asteraceae,0,,,,,,,,,,Asteraceae
23,Achillea pratensis Saukel et Länger,,řebříček luční,,,Asteraceae,0,,,,,,,,,,Asteraceae
24,Achillea ptarmica L.,Syn.: Ptarmica vulgaris Hill,řebříček bertrám,,,Asteraceae,0,,,,,,,,,,Asteraceae
25,Achillea setacea Waldst. et Kit. ,,řenříček štětinolistý,,,Asteraceae,0,,,,,,,,,,Asteraceae
26,Achillea tanacetifolia auct. ,"Syn.: Achillea distans s.l., A. stiriaca Saukel et al. ined.",řebříček vratičolistý,,,Asteraceae,0,,,,,,,,,,Asteraceae
27,Achillea tomentosa L.,,řebříček plstnatý,,,Asteraceae,0,,,,,,,,,,Asteraceae
28,Achnatherum calamagrostis (L.) P. Beauv.,,osinatec třtinový,,,Poaceae,0,,,,,,,,,,Poaceae
29,Acinos arvensis (Lam.) Dandy,"Syn.: Calamintha acinos (L.) Clairv. , C. arvensis Lam.",pamětník rolní,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
30,Acinos arvensis subsp. arvensis,,pamětník rolní pravý,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
31,Acinos arvensis subsp. villosus (Pers.) Soják,Syn.: Acinos eglandulosus Klokov,pamětník rolní chlupatý,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
32,Aconitum anthora L.,,oměj jedhoj,,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
33,Aconitum firmum subsp. moravicum Skalický,,oměj tuhý moravský,,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
34,Aconitum lycoctonum L. ,,oměj vlčí mor,,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
35,Aconitum lycoctonum subsp. lycoctonum,,oměj vlčí mor pravý,,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
36,Aconitum plicatum Rchb. ,"Syn.: Aconitum callibotryon Rchb., A. napellus subsp. firmum auct., A. hians Rchb.",oměj šalamounek,,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
37,Aconitum variegatum L.,Syn.: Aconitum gracile Rchb.,oměj pestrý,,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
38,Aconitum ´cammarum L.,Syn.: Aconitum stoerckianum Rchb.,oměj zahradní,,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
39,Acorus calamus L.,,puškvorec obecný,Puškvorec obyčajný,"akorum, akorum pravé, brustvorec, bruškvorec, kalmus, kořen tatarákový, nejedlík, nejedlíkový kořen, pískačky, píškvorec, plicní kořen, prskořen, prsní kořen, prsní koření, prstvový kořen, prustvorec, pruškvorec, prstvorcový kořen, pruškvorec, puškvorec rotanový, svatá třtina, šišvorec, tatarák, tatarčík, tatarčok, tatarská tráva, tatarské zelí, tatrák",Acoraceae,1,,,,,,,,,#008000,Acoraceae
40,Acroptilon repens (L.) Cass.,,chrpec plazivý,,,Asteraceae,0,,,,,,,,,,Asteraceae
41,Actaea spicata L.,,samorostlík klasnatý,,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
42,Adenophora liliifolia (L.) A. DC.,,zvonovec liliolistý,,,Campanulaceae,0,,,,,,,,,,Campanulaceae
43,Adenostyles alliariae (Gouan) A. Kern.,,havez česnáčková,,,Asteraceae,0,,,,,,,,,,Asteraceae
44,Adonis aestivalis L.,,"hlaváček letní (ohníček letní, hlaváčkovec letní)",,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
45,Adonis annua L. ,,"hlaváček roční (ohníček roční, hlaváčkovec podzimní)",,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
46,Adonis flammea Jacq.,,"hlaváček plamenný (ohníček plamenný, hlaváčkovec plamenný)",,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
47,Adonis vernalis L.,"Syn.: Adonanthe vernalis (L.) Spach, Chrysocyathus vernalis (L.) Holub",hlaváček jarní,Hlaváčik jarný,,Ranunculaceae,0,,,,vápenité půdy,kvetoucí nať,srdeční potíže,,,#ffd700,Ranunculaceae
48,Adoxa moschatellina L. ,,pižmovka mošusová,,,Adoxaceae/Viburnaceae,0,,,,,,,,,,Adoxaceae/Viburnaceae
49,Aegilops cylindrica Host,,mnohoštět válcovitý,,,Poaceae,0,,,,,,,,,,Poaceae
50,Aegilops geniculata Roth,,mnohoštět vejčitý,,,Poaceae,0,,,,,,,,,,Poaceae
51,Aegopodium podagraria L. ,,bršlice kozí noha,,,Apiaceae,0,,,,,,,,,,Apiaceae
52,Aesculus ´carnea Hayne,(A. hippocastanum ´ A. pavia),jírovec pleťový,,,Sapindaceae,0,,,,,,,,,,Sapindaceae
53,Aesculus hippocastanum L. ,,jírovec maďal,Pagaštan koňský,"jírovec obecný, kaštan, koňský kaštan, divoký kaštan, sviňský kaštan",Sapindaceae,1,,,,,,,,,#ffffff,Sapindaceae
54,Aesculus octandra Marshall ,,jírovec žlutý,,,Sapindaceae,0,,,,,,,,,,Sapindaceae
55,Aethusa cynapioides M. Bieb. ,Syn.: Aethusa cynapium subsp. cynapioides (M. Bieb.) Nyman,tetlucha vznešená,,,Apiaceae,0,,,,,,,,,,Apiaceae
56,Aethusa cynapium L. ,Syn.: Aethusa cynapium subsp. cynapium ,tetlucha kozí pysk,,,Apiaceae,0,,,,,,,,,,Apiaceae
57,Ageratum houstonianum Mill.,Syn.: Ageratum mexicanum Sims,nestařec americký,,,Asteraceae,0,,,,,,,,,,Asteraceae
58,Agrimonia eupatoria L. ,,řepík lékařský,Repík lekársky,"konopěnec, řepíček, řepíček lékařský, starček, úrobník, hřebíček, královský traňk, řebíček, stonček, traňk sv. Kunigundy, traňk sv. Kunhuty, úrobník, varkočky Panny Marie",Rosaceae,1,,,,"lesy, louk, pastviny",sušená nať,zažívací choroby,,,#ffd700,Rosaceae
59,Agrimonia procera Wallr. ,,řepík vonný,,,Rosaceae,0,,,,,,,,,,Rosaceae
60,Agrostemma githago L.,,koukol polní,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
61,Agrostis alpina Scop.,,psineček alpský,,,Poaceae,0,,,,,,,,,,Poaceae
62,Agrostis canina L.,,psineček psí,,,Poaceae,0,,,,,,,,,,Poaceae
63,Agrostis capillaris L. ,"Syn.: Agrostis tenuis Sibth., A. vulgaris With.",psineček obecný,,,Poaceae,0,,,,,,,,,,Poaceae
64,Agrostis gigantea Roth ,"Syn.: Agrostis alba auct. p.p., Agrostis stolonifera subsp. gigantea (Roth) Schübl. et G. Martens",psineček veliký,,,Poaceae,0,,,,,,,,,,Poaceae
65,Agrostis rupestris All.,,psineček skalní,,,Poaceae,0,,,,,,,,,,Poaceae
66,Agrostis stolonifera L. ,Syn.: Agrostis alba auct. p.p.,psineček výběžkatý,,,Poaceae,0,,,,,,,,,,Poaceae
67,Agrostis vinealis Schreb. ,"Syn.: Agrostis canina subsp. montana (Hartm.) Hartm., A. coarctata Hoffm., A. stricta J. F. Gmel.",psineček tuhý,,,Poaceae,0,,,,,,,,,,Poaceae
68,Ailanthus altissima (Mill.) Swingle ,Syn.: Ailanthus glandulosa Desf.,pajasan žláznatý,,,Simaroubaceae,0,,,,,,,,,,Simaroubaceae
69,Aira caryophyllea L.,,ovsíček obecný,,,Poaceae,0,,,,,,,,,,Poaceae
70,Aira praecox L.,,ovsíček časný,,,Poaceae,0,,,,,,,,,,Poaceae
71,Ajuga chamaepitys (L.) Schreb. ,"Syn.: Chamaepitys chia (Schreb.) Holub subsp. trifida (Dumort.) Kmeťová, Ch. trifida Dumort.",zběhovec trojklaný (zběhoveček trojklaný),,,Lamiaceae,0,,,,,,,,,,Lamiaceae
72,Ajuga glabra C. Presl ,"Syn.: Ajuga chamaepitys subsp. ciliata (Briq.) Smejkal, Chamaepitys chia subsp. glabra (C. Presl) Dostál, Ch. glabra (C. Presl) Holub",zběhovec olysalý (zběhoveček olysalý),,,Lamiaceae,0,,,,,,,,,,Lamiaceae
73,Ajuga pyramidalis L.,,zběhovec jehlancovitý,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
74,Ajuga reptans L.,,zběhovec plazivý,Zbehovec plazivý,,Lamiaceae,0,,,,,,,,,#800080#40e0d0,Lamiaceae
75,Alcea biennis Winterl,,topolovka bledá,,,Malvaceae,0,,,,,,,,,,Malvaceae
76,Alcea rosea L.,Syn.: Althaea rosea (L.) Cav.,topolovka růžová,Ibiš ružový (topoľovka ružová),proskurník topolovka,Malvaceae,0,,,,,,,,,#40e0d0,Malvaceae
77,Alcea rugosa Alef.,,topolovka vráskatá,,,Malvaceae,0,,,,,,,,,,Malvaceae
78,Alchemilla baltica Juz. ,Syn.: Alchemilla wichurae auct. ,kontryhel baltský,,,Rosaceae,0,,,,,,,,,,Rosaceae
79,Alchemilla conjuncta Bab.,,,,,Rosaceae,0,,,,,,,,,,Rosaceae
80,Alchemilla corcontica Plocek ,,kontryhel krkonošský,,,Rosaceae,0,,,,,,,,,,Rosaceae
81,Alchemilla crinita Buser ,,kontryhel vlasatý,,,Rosaceae,0,,,,,,,,,,Rosaceae
82,Alchemilla filicaulis subsp. filicaulis,,kontryhel tenkolodyžný pravý,,,Rosaceae,0,,,,,,,,,,Rosaceae
83,Alchemilla filicaulis subsp. vestita (Buser) Bradshaw,,kontryhel tenkolodyžný chlupatý,,,Rosaceae,0,,,,,,,,,,Rosaceae
84,Alchemilla fissa Günther et Schummel,Syn.: Alchemilla glaberrima (F.W. Schmidt) Opiz ,kontryhel rozeklaný,,,Rosaceae,0,,,,,,,,,,Rosaceae
85,Alchemilla flabellata Buser ,,kontryhel vějířovitý,,,Rosaceae,0,,,,,,,,,,Rosaceae
86,Alchemilla glabra Neygenf. ,Syn.: Alchemilla alpestris (F.W. Schmidt) Buser,kontryhel lysý,,,Rosaceae,0,,,,,,,,,,Rosaceae
87,Alchemilla glaucescens Wallr. ,Syn.: Alchemilla hybrida auct.,kontryhel sivý,,,Rosaceae,0,,,,,,,,,,Rosaceae
88,Alchemilla gruneica Plocek ,,kontryhel grúňský,,,Rosaceae,0,,,,,,,,,,Rosaceae
89,Alchemilla mollis (Buser) Rothm. ,,kontryhel měkký,,,Rosaceae,0,,,,,,,,,,Rosaceae
90,Alchemilla monticola Opiz ,Syn.: Alchemilla pastoralis Buser,kontryhel pastvinný,,,Rosaceae,0,,,,,,,,,,Rosaceae
91,Alchemilla obtusa Buser ,,kontryhel tupý,,,Rosaceae,0,,,,,,,,,,Rosaceae
92,Alchemilla obtusa subsp. trapezialis Plocek,,kontryhel tupý lichoběžníkový,,,Rosaceae,0,,,,,,,,,,Rosaceae
93,Alchemilla plicata Buser ,,kontryhel řasnatý,,,Rosaceae,0,,,,,,,,,,Rosaceae
94,Alchemilla propinqua Juz. ,,kontryhel příbuzný,,,Rosaceae,0,,,,,,,,,,Rosaceae
95,Alchemilla reniformis Buser ,Syn.: Alchemilla sudetica S.E. Fröhner,kontryhel ledvinitý,,,Rosaceae,0,,,,,,,,,,Rosaceae
96,Alchemilla sericata Rchb. (s.l.),,kontryhel hedvábitý,,,Rosaceae,0,,,,,,,,,,Rosaceae
97,Alchemilla straminea Buser ,,kontryhel slámožlutý,,,Rosaceae,0,,,,,,,,,,Rosaceae
98,Alchemilla suavis Plocek ,,kontryhel příjemný,,,Rosaceae,0,,,,,,,,,,Rosaceae
99,Alchemilla subglobosa C. G. Westerl.,,kontryhel půlkulovitý,,,Rosaceae,0,,,,,,,,,,Rosaceae
100,Alchemilla tytthantha Juz. ,,kontryhel mnohokvětý,,,Rosaceae,0,,,,,,,,,,Rosaceae
101,Alchemilla ursina S.E. Fröhner ,Syn.: Alchemilla effusa auct. ,kontryhel medvědí,,,Rosaceae,0,,,,,,,,,,Rosaceae
102,Alchemilla vulgaris L. s.str.,"Syn.: Alchemilla acutangula Buser, A. acutiloba Opiz",kontryhel ostrolaločný (kontryhel obecný),,,Rosaceae,0,,,,,,,,,,Rosaceae
103,Alchemilla xanthochlora Rothm.,Syn.: Alchemilla pratensis (F.W. Schmidt) Opiz ,kontryhel žlutozelený,Alchemilka žltozelená,"husí nožka, alchemilka, arcisléz, arcislní, divý muškát, husí noha, husí nůžka, husí packa, husí stopky, hvězdoš, kloboučky, knedlíček, kondolík, konrádek, kontrhel, lví noha, lvová stopa, pláštík Panny Marie, přívratník, rosička, zindava, zlatodějka, žádava, žindava",Rosaceae,1,,,,,,,,,#008000,Rosaceae
104,Aldrovanda vesiculosa L. ,,aldrovandka měchýřkatá,,,Droseraceae,0,,,,,,,,,,Droseraceae
105,Alisma gramineum Lej.,Syn.: Alisma arcuatum Michalet,žabník trávolistý,,,Alismataceae,0,,,,,,,,,,Alismataceae
106,Alisma lanceolatum With.,,žabník kopinatý,,,Alismataceae,0,,,,,,,,,,Alismataceae
107,Alisma plantago-aquatica L.,,žabník jitrocelový,,,Alismataceae,0,,,,,,,,,,Alismataceae
108,Alliaria petiolata (M. Bieb.) Cavara et Grande,Syn.: Alliaria officinalis M. Bieb.,česnáček lékařský,,,Brassicaceae,0,,,,listnaté a smíšené lesy,listy,zanícené rány,,,,Brassicaceae
109,Allium aflatunense B. Fedtsch.,,česnek aflatunský,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
110,Allium angulosum L.,,česnek hranatý,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
111,Allium carinatum L.,,česnek kýlnatý,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
112,Allium christophii Trautv.,Syn.: Allium albopilosum C.H. Wright,česnek ozdobný,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
113,Allium fistulosum L. ,,cibule zimní,,ošlejch,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
114,Allium flavum L.,,česnek žlutý,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
115,Allium giganteum Regel,,česnek obrovský,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
116,Allium karataviense Regel,,česnek karatavský,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
117,Allium moly L.,,česnek zlatožlutý,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
118,Allium nutans L.,,česnek nicí,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
119,Allium oleraceum L.,,česnek planý,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
120,Allium paradoxum (M. Bieb.) G. Don,,česnek podivný,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
121,Allium paradoxum var. normale Stearn,,,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
122,Allium paradoxum var. paradoxum,,,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
123,Allium porrum L.,,pór zahradní,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
124,Allium ´proliferum (Moench) Willd.,,cibule prorůstavá,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
125,Allium rotundum L.,,česnek kulovitý,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
126,Allium sativum L.,,česnek kuchyňský,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
127,Allium schoenoprasum L. ,,pažitka pobřežní,Pažítka,,Amaryllidaceae,1,,,,,,,,,#800080,Amaryllidaceae
128,Allium schoenoprasum subsp. schoenoprasum,,pažitka pobřežní pravá,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
129,"Allium senescens L. subsp. montanum (Fr.) Holub Syn.: Allium montanum F.W. Schmidt, A. montanum subsp. petraeum (DC.) Holub",,česnek chlumní horský,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
130,Allium sphaerocephalon L.,,česnek kulatohlavý,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
131,Allium stipitatum Regel,,česnek stopečkatý,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
132,Allium strictum Schrad.,Syn.: Allium lineare auct. ,česnek tuhý,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
133,Allium ursinum L.,,česnek medvědí,Cesnak medvedí,,Amaryllidaceae,0,,,,,,,,,#ffffff,Amaryllidaceae
134,Allium ursinum subsp. ucrainicum Kleopow et Oksner,,česnek medvědí ukrajinský,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
135,Allium victorialis L.,,česnek hadí,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
136,Allium vineale L.,,česnek viničný,,,Amaryllidaceae,0,,,,,,,,,,Amaryllidaceae
137,Alnus alnobetula (Ehrh.) K. Koch,"Syn.: Alnus viridis (Chaix) DC., Duschekia alnobetula (Ehrh.) Pouzar",olše zelená,,"křestice zelená, olšička zelená",Betulaceae,0,,,,,,,,,,Betulaceae
138,Alnus glutinosa (L.) Gaertn.,,olše lepkavá,,,Betulaceae,0,,,,,,,,,,Betulaceae
139,Alnus incana (L.) Moench,,olše šedá,,,Betulaceae,0,,,,,,,,,,Betulaceae
140,Alnus rugosa (Du Roi) Spreng.,,olše svraskalá,,,Betulaceae,0,,,,,,,,,,Betulaceae
141,Alopecurus aequalis Sobol.,,psárka plavá,,,Poaceae,0,,,,,,,,,,Poaceae
142,Alopecurus geniculatus L. ,,psárka kolénkatá,,,Poaceae,0,,,,,,,,,,Poaceae
143,Alopecurus myosuroides Huds.,,psárka polní,,,Poaceae,0,,,,,,,,,,Poaceae
144,Alopecurus pratensis L. ,,psárka luční,,,Poaceae,0,,,,,,,,,,Poaceae
145,Alopecurus pratensis subsp. pratensis,,psárka luční pravá,,,Poaceae,0,,,,,,,,,,Poaceae
146,Althaea armeniaca Ten.,,proskurník arménský,,,Malvaceae,0,,,,,,,,,,Malvaceae
147,Althaea hirsuta L.,,proskurník chlupatý,,,Malvaceae,0,,,,,,,,,,Malvaceae
148,Althaea officinalis L.,,proskurník lékařský,Ibiš lekársky (Topoľovka ružová),"ajbiš, ajbišek, albiš, hybišek, ibiš, ibišek, sléz vysoký, bylišek, pople, proskur, římský sléz, slézová růže, sléz zahradní, topolovka",Malvaceae,1,,,,,,,,,#ffffff,Malvaceae
149,Alyssum alyssoides (L.) L.,Syn.: Alyssum calycinum L.,tařinka kališní,,tařice kališní,Brassicaceae,0,,,,,,,,,,Brassicaceae
150,Alyssum argenteum All.,,tařinka stříbrná,,tařice stříbrná,Brassicaceae,0,,,,,,,,,,Brassicaceae
151,Alyssum montanum subsp. gmelinii (Jord.) Thell. ,Syn.: Alyssum gmelinii Jord.,tařinka horská gmelinova,,tařice horská gmelinova,Brassicaceae,0,,,,,,,,,,Brassicaceae
152,Alyssum montanum subsp. montanum ,,tařinka horská pravá,,tařice horská pravá,Brassicaceae,0,,,,,,,,,,Brassicaceae
153,Alyssum murale Waldst. et Kit.,Syn.: Alyssum argenteum auct. ,tařinka zední,,tařice zední,Brassicaceae,0,,,,,,,,,,Brassicaceae
154,Alyssum rostratum Steven,,tařinka zobánkatá,,tařice zobánkatá,Brassicaceae,0,,,,,,,,,,Brassicaceae
155,Amaranthus albus L.,,laskavec bílý,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
156,Amaranthus blitum L.,"Syn.: Amaranthus lividus L., A. lividus subsp. ascendens (Loisel.) Heukels",laskavec hrubozel,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
157,Amaranthus caudatus L.,,laskavec ocasatý,,pšenice inků,Amaranthaceae,1,,jednoletá jednodommá bylina s lodyhou 30-100 cm,,,,,,,,Amaranthaceae
158,Amaranthus caudatus subsp. caudatus,Syn.: Amaranthus caudatus subsp. alopecurus (Hochst.) Hejný,laskavec ocasatý pravý,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
159,Amaranthus caudatus subsp. saueri V. Jehlík,Syn.: Amaranthus caudatus subsp. leucospermus (S. Watson) Thell.,laskavec ocasatý sauerův,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
160,Amaranthus cruentus L.,Syn.: Amaranthus paniculatus L.,laskavec krvavý,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
161,Amaranthus graecizans L.,,laskavec úzkolistý,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
162,Amaranthus graecizans subsp. graecizans,,laskavec úzkolistý pravý,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
163,Amaranthus graecizans subsp. sylvestris (Vill.) Brenan,,laskavec úzkolistý planý,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
164,Amaranthus graecizans subsp. thellungianus (Nevski) Gusev,,laskavec úzkolistý thellungův,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
165,Amaranthus hybridus L.,Syn.: Amaranthus patulus Bertol.,laskavec rozkladitý,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
166,Amaranthus palmeri S. Watson,,laskavec palmerův,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
167,Amaranthus powellii S. Watson ,Syn.: Amaranthus chlorostachys auct.,laskavec zelenoklasý,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
168,Amaranthus quitensis Kunth ,,laskavec rovníkový,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
169,Amaranthus retroflexus L.,,laskavec ohnutý,,laskavec srstnatý,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
170,Amaranthus rudis Sauer,,laskavec tamaryškový,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
171,Amaranthus viridis L.,Syn.: Amaranthus gracilis Desf.,laskavec zelený,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
172,Ambrosia artemisiifolia L. ,,ambrozie peřenolistá,,,Asteraceae,0,,,,,,,,,,Asteraceae
173,Ambrosia psilostachya DC.,,ambrozie lysoklasá,,,Asteraceae,0,,,,,,,,,,Asteraceae
174,Ambrosia trifida L.,,ambrozie trojklaná,,,Asteraceae,0,,,,,,,,,,Asteraceae
175,Amelanchier ovalis Medik.,,muchovník oválný,,,Rosaceae,0,,,,,,,,,,Rosaceae
176,Ammi majus L. ,,morač větší,,,Apiaceae,0,,,,,,,,,,Apiaceae
177,Ammi visnaga (L.) Lam.,,morač zákrovnatý,,,Apiaceae,0,,,,,,,,,,Apiaceae
178,Anacamptis pyramidalis (L.) Rich.,,rudohlávek jehlancovitý,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
179,Anacyclus clavatus (Desf.) Pers.,,trahok lékařský,,,Asteraceae,0,,,,,,,,,,Asteraceae
180,Anagallis arvensis L.,,drchnička rolní,,,Primulaceae,0,,,,,,,,,,Primulaceae
181,Anagallis foemina Mill.,,drchnička modrá,,,Primulaceae,0,,,,,,,,,,Primulaceae
182,Anagallis latifolia L.,,,,,Primulaceae,0,,,,,,,,,,Primulaceae
183,Anagallis monelli L.,Syn.: Anagallis linifolia L.,,,,Primulaceae,0,,,,,,,,,,Primulaceae
184,Anchusa azurea Mill. ,,pilát modrý,,,Boraginaceae,0,,,,,,,,,,Boraginaceae
185,Anchusa officinalis L.,,pilát lékařský,,,Boraginaceae,0,,,,,,,,,,Boraginaceae
186,Andromeda polifolia L.,,kyhanka sivolistá,,,Ericaceae,0,,,,,,,,,,Ericaceae
187,Androsace elongata L.,,pochybek prodloužený,,,Primulaceae,0,,,,,,,,,,Primulaceae
188,Androsace maxima L.,,pochybek největší,,,Primulaceae,0,,,,,,,,,,Primulaceae
189,Androsace septentrionalis L.,,pochybek severní,,,Primulaceae,0,,,,,,,,,,Primulaceae
190,Anemone nemorosa L.,Syn.: Anemonoides nemorosa (L.) Holub,sasanka hajní,,,Ranunculaceae,0,,,,vlhčí humózní půdy,kvetoucí nať,choroby pokožky,,,,Ranunculaceae
191,Anemone ranunculoides L.,Syn.: Anemonoides ranunculoides (L.) Holub,sasanka pryskyřníkovitá,,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
192,Anemone sylvestris L.,,sasanka lesní,,sasankovka lesní,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
193,Anethum graveolens L. ,,kopr vonný,Kopôr voňavý,"koprek, šír",Apiaceae,1,,,,,oddenek,,,,#ffd700,Apiaceae
194,Angelica archangelica L.,Syn.: Archangelica officinalis (Moench) Hoffm.,andělika lékařská,Archangelika lekárska,"andělský kořen, angelika, děhel, janoklika, koření svatodušní, koření sv. Ducha, andělský kořen, andělička, anděla, anjelička, děhyl, litvor, smrtolno zelino, děhel lékařský",Apiaceae,1,,,,,,,,,#008000,Apiaceae
195,Angelica archangelica subsp. archangelica,,andělika lékařská pravá,,děhel lékařský pravý,Apiaceae,0,,,,,,,,,,Apiaceae
196,Angelica archangelica subsp. litoralis (Fr.) Thell.,,andělika lékařská pobřežní,,děhel lékařský pobřežní,Apiaceae,0,,,,,,,,,,Apiaceae
197,Angelica palustris (Besser) Hoffm.,Syn.: Ostericum palustre (Besser) Besser,matizna bahenní,,děhel bahenní,Apiaceae,0,,,,,,,,,,Apiaceae
