ID,name_lat,alts,name_cz,name_sk,Nazev_lidovy,Celed,Vyznam,Obrazek,Botanik_char,Oblast,Narok_char,Sklizen_uprava,Uziti,Uzitek,Typ,Barva,Temp
929,Dactylorhiza incarnata (L.) Soó,Syn.: Orchis incarnata L.,prstnatec pleťový,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
930,Dactylorhiza maculata (L.) Soó ,Syn.: Orchis maculata L.,prstnatec plamatý,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
931,Dactylorhiza maculata subsp. transsilvanica (Schur) Soó,,prstnatec plamatý sedmihradský,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
932,Dactylorhiza majalis (Rchb.) P.F. Hunt et Summerh. ,Syn.: Orchis majalis Rchb.,prstnatec májový,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
933,Dactylorhiza majalis subsp. majalis ,"Syn.: Dactylorhiza comosa subsp. majalis (Rchb.) P.D. Sell, D. fistulosa H. Baumann et Künkele",prstnatec májový pravý,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
934,Dactylorhiza majalis subsp. turfosa Procházka ,Syn.: Dactylorhiza comosa subsp. turfosa (Procházka) Holub,prstnatec májový rašelinný,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
935,Dactylorhiza sambucina (L.) Soó,"Syn.: Dactylorhiza latifolia (L.) Soó, Orchis sambucina L.",prstnatec bezový,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
936,Dahlia pinnata Cav.,,jiřina zahradní,,,Asteraceae,0,,,,,,,,,,Asteraceae
937,Danthonia alpina Vest,Syn.: Danthonia calycina (Vill.) Rchb.,trojzubec lesostepní,,plevnatec kalichový,Poaceae,0,,,,,,,,,,Poaceae
938,Danthonia decumbens (L.) DC.,Syn.: Sieglingia decumbens (L.) Bernh.,trojzubec poléhavý,,,Poaceae,0,,,,,,,,,,Poaceae
939,Daphne cneorum L.,,lýkovec vonný,,,Thymelaeaceae,0,,,,,,,,,,Thymelaeaceae
940,Daphne mezereum L.,,lýkovec jedovatý,,,Thymelaeaceae,0,,,,,,,,,,Thymelaeaceae
941,Dasypyrum villosum (L.) P. Candargy,,kosmáč huňatý,,,Poaceae,0,,,,,,,,,,Poaceae
942,Datura ferox L.,,durman hrozivý,,,Solanaceae,0,,,,,,,,,,Solanaceae
943,Datura inoxia Mill.,,durman neškodný,,,Solanaceae,0,,,,,,,,,,Solanaceae
944,Datura stramonium L.,,durman obecný,Durman obyčajný,"bodlákové jablko, bujačka, durata, ježkova hlava, ježkova palice, ježlák, kravák, lilek ztřeštěný, panenská okurka, trnové jablko",Solanaceae,0,,,,,,,,,#ffffff,Solanaceae
945,Datura stramonium var. stramonium,,durman obecný pravý,,,Solanaceae,0,,,,,,,,,,Solanaceae
946,Datura stramonium var. tatula (L.) Torr.,,durman obecný fialový,,,Solanaceae,0,,,,,,,,,,Solanaceae
947,Daucus carota L. ,,mrkev obecná,,,Apiaceae,0,,,,,,,,,,Apiaceae
948,Daucus carota subsp. carota ,,mrkev obecná pravá,,,Apiaceae,0,,,,,,,,,,Apiaceae
949,Daucus carota subsp. sativus (Hoffm.) Schübl. et G. Martens ,,mrkev obecná setá,,,Apiaceae,0,,,,,,,,,,Apiaceae
950,Delphinium elatum L.,,stračka vyvýšená,,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
951,Dentaria bulbifera L.,Syn.: Cardamine bulbifera (L.) Crantz,kyčelnice cibulkonosná,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
952,Dentaria enneaphyllos L.,Syn.: Cardamine enneaphyllos (L.) Crantz,kyčelnice devítilistá,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
953,Deschampsia cespitosa (L.) P. Beauv.,,metlice trsnatá,,,Poaceae,0,,,,,,,,,,Poaceae
954,Deschampsia cespitosa subsp. austrobohemica (Deyl) Conert,,metlice trsnatá jihočeská,,,Poaceae,0,,,,,,,,,,Poaceae
955,Deschampsia cespitosa subsp. cespitosa,,metlice trsnatá pravá,,,Poaceae,0,,,,,,,,,,Poaceae
956,Deschampsia cespitosa subsp. gaudinii K. Richt.,,metlice trsnatá horská,,,Poaceae,0,,,,,,,,,,Poaceae
957,Deschampsia cespitosa subsp. parviflora (Thuill.) K. Richt.,,metlice trsnatá malokvětá,,,Poaceae,0,,,,,,,,,,Poaceae
958,Deutzia gracilis Siebold et Zucc.,,trojpuk štíhlý,,,Hydrangeaceae,0,,,,,,,,,,Hydrangeaceae
959,Deutzia scabra Thunb.,Syn.: Deutzia crenata Siebold et Zucc.,trojpuk drsný,,,Hydrangeaceae,0,,,,,,,,,,Hydrangeaceae
960,Dianthus arenarius L. subsp. bohemicus (Novák) O. Schwarz,,hvozdík písečný český,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
961,Dianthus armeria L.,,hvozdík svazčitý,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
962,Dianthus barbatus L.,,hvozdík vousatý,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
963,Dianthus carthusianorum L.,,hvozdík kartouzek,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
964,Dianthus carthusianorum subsp. capillifrons (Borbás) Neumayer,,hvozdík kartouzek hadcový,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
965,Dianthus carthusianorum subsp. carthusianorum,,hvozdík kartouzek pravý,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
966,Dianthus carthusianorum subsp. latifolius (Griseb. et A. Schenk) Hegi Syn.: Dianthus carthusianorum subsp. montivagus (Domin) Dostál,,hvozdík kartouzek širolistý,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
967,Dianthus carthusianorum subsp. sudeticus Kovanda,,hvozdík kartouzek sudetský,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
968,Dianthus chinensis L.,,hvozdík čínský,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
969,Dianthus deltoides L.,,hvozdík kropenatý (“slzičky”),,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
970,Dianthus gratianopolitanus Vill.,Syn.: Dianthus caesius Sm.,hvozdík sivý,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
971,Dianthus lumnitzeri Wiesb.,,hvozdík lumnitzerův,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
972,Dianthus moravicus Kovanda,Syn.: Dianthus gratianopolitanus subsp. moravicus (Kovanda) Holub,hvozdík moravský,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
973,Dianthus pontederae A. Kern.,,hvozdík pontederův,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
974,Dianthus superbus L.,,hvozdík pyšný,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
975,Dianthus superbus subsp. alpestris (R. Uechtr.) Čelak. Syn.: Dianthus superbus subsp. speciosus (Rchb.) Hayek,,hvozdík pyšný alpinský,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
976,Dianthus superbus subsp. superbus,,hvozdík pyšný pravý,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
977,Dianthus sylvaticus Hoppe ,Syn.: Dianthus seguieri Vill. subsp. glaber Čelak.,hvozdík lesní,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
978,Dicentra eximia (Ker Gawl.) Torr.,,srdcovka drobnokvětá,,,Papaveraceae,0,,,,,,,,,,Papaveraceae
979,Dicentra formosa Walp.,,srdcovka zdobná,,,Papaveraceae,0,,,,,,,,,,Papaveraceae
980,Dicentra spectabilis (L.) Lem.,,srdcovka nádherná,,,Papaveraceae,0,,,,,,,,,,Papaveraceae
981,Dichanthium sericeum (R. Br.) A. Camus,,,,,Poaceae,0,,,,,,,,,,Poaceae
982,Dictamnus albus L. ,,třemdava bílá,,,Rutaceae,0,,,,,,,,,,Rutaceae
983,Diervilla lonicera Mill. ,,zanice zimolezovitá,,,Caprifoliaceae,0,,,,,,,,,#ffd700,Caprifoliaceae
984,Digitalis grandiflora Mill.,Syn.: Digitalis ambigua Murray,náprstník velkokvětý,Náprstník veľkokvetý,,Plantaginaceae,0,,,,,,,,,#ffd700,Plantaginaceae
985,Digitalis lanata Ehrh.,,náprstník vlnatý,,,Plantaginaceae,0,,,,,,,,,,Plantaginaceae
986,Digitalis lutea L.,,náprstník žlutý,,,Plantaginaceae,0,,,,,,,,,,Plantaginaceae
987,Digitalis purpurea L.,,náprstník červený,,,Plantaginaceae,0,,,,,,,,,,Plantaginaceae
988,Digitaria ischaemum (Schweigg.) H.L. Mühl.,,rosička lysá,,,Poaceae,0,,,,,,,,,,Poaceae
989,Digitaria sanguinalis subsp. pectiniformis Henrard,Syn.: Digitaria ciliaris auct. ,rosička krvavá brvitá,,,Poaceae,0,,,,,,,,,,Poaceae
990,Digitaria sanguinalis subsp. sanguinalis,,rosička krvavá pravá,,,Poaceae,0,,,,,,,,,,Poaceae
991,Dinebra retroflexa (Vahl) Panz.,,shloučenka arabská,,,Poaceae,0,,,,,,,,,,Poaceae
992,Diphasiastrum complanatum (L.) Holub,Syn.: Lycopodium complanatum L.,plavuník zploštělý (plavuň zploštělá),,,Lycopodiaceae,0,,,,,,,,,,Lycopodiaceae
993,Diphasiastrum issleri (Rouy) Holub,Syn.: Lycopodium issleri (Rouy) Domin,"plavuník isslerův (plavuník klamný, plavuň isslerova)",,,Lycopodiaceae,0,,,,,,,,,,Lycopodiaceae
994,Diphasiastrum oellgaardii Stoor et al.,,plavuník Řellgaardův (plavuň Řellgaardova),,,Lycopodiaceae,0,,,,,,,,,,Lycopodiaceae
995,Diphasiastrum tristachyum (Pursh) Holub,Syn.: Lycopodium tristachyum Pursh,"plavuník cypřiškovitý (plavuník trojklasý, plavuň cypřiškovitá)",,,Lycopodiaceae,0,,,,,,,,,,Lycopodiaceae
996,Diphasiastrum zeilleri (Rouy) Holub,,"plavuník zeillerův (plavuník přehlížený, plavuň zeillerova)",,,Lycopodiaceae,0,,,,,,,,,,Lycopodiaceae
997,Diplotaxis muralis (L.) DC.,,křez zední,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
998,Diplotaxis tenuifolia (L.) DC.,,křez tenkolistý,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
999,Dipsacus fullonum L. ,Syn.: Dipsacus sylvestris Huds.,štětka planá,,,Caprifoliaceae,0,,,,,,,,,,Caprifoliaceae
1000,Dipsacus laciniatus L. ,,štětka laločnatá,,,Caprifoliaceae,0,,,,,,,,,,Caprifoliaceae
1001,Dipsacus sativus (L.) Honck. ,Syn.: Dipsacus fullonum auct. ,štětka soukenická,,,Caprifoliaceae,0,,,,,,,,,,Caprifoliaceae
1002,Doronicum austriacum Jacq.,,kamzičník rakouský,,,Asteraceae,0,,,,,,,,,,Asteraceae
1003,Doronicum columnae Ten.,"Syn.: Doronicum cordatum auct., D. cordifolium Sternb.",kamzičník columnův,,,Asteraceae,0,,,,,,,,,,Asteraceae
1004,Doronicum pardalianches L.,,kamzičník srdčitý,Kamzičník srdcovitý,,Asteraceae,0,,,,,,,,,#ffd700,Asteraceae
1005,Dorycnium germanicum (Gremli) Rikli ,,bílojetel německý,,,Fabaceae,0,,,,,,,,,,Fabaceae
1006,Dorycnium herbaceum Vill. ,,bílojetel bylinný,,,Fabaceae,0,,,,,,,,,,Fabaceae
1007,Draba muralis L.,,chudina zední,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
1008,Dracocephalum austriacum L.,,včelník rakouský,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
1009,Dracocephalum moldavica L.,,včelník moldavský,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
1010,Dracocephalum thymiflorum L.,,včelník douškokvětý,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
1011,Drosera anglica Huds. ,Syn.: Drosera longifolia L.,rosnatka anglická,,,Droseraceae,0,,,,,,,,,,Droseraceae
1012,Drosera rotundifolia L. ,,rosnatka okrouhlolistá,Rosička okrúhlolistá,,Droseraceae,0,,,,,,,,,#ffffff,Droseraceae
1013,Drosera ´obovata Mert. et W.D.J. Koch (D. anglica ´ D. rotundifolia),,rosnatka obvejčitá,,,Droseraceae,0,,,,,,,,,,Droseraceae
1014,Dryopteris affinis (Lowe) Fraser-Jenk.,"Syn.: Dryopteris pseudomas (Woll.) Holub et Pouzar, D. borreri Newman",kapraď rezavá,,,Dryopteridaceae,0,,,,,,,,,,Dryopteridaceae
1015,Dryopteris carthusiana (Vill.) H. P. Fuchs,,kapraď osténkatá,,,Dryopteridaceae,0,,,,,,,,,,Dryopteridaceae
1016,Dryopteris cristata (L.) A. Gray,,kapraď hřebenitá,,,Dryopteridaceae,0,,,,,,,,,,Dryopteridaceae
1017,Dryopteris dilatata (Hoffm.) A. Gray,,kapraď rozložená,,,Dryopteridaceae,0,,,,,,,,,,Dryopteridaceae
1018,Dryopteris expansa (C. Presl) Fraser-Jenk. et Jermy,Syn.: Dryopteris assimilis S. Walker,kapraď podobná,,,Dryopteridaceae,0,,,,,,,,,,Dryopteridaceae
1019,Dryopteris filix-mas (L.) Schott,,kapraď samec,,,Dryopteridaceae,0,,,,,,,,,,Dryopteridaceae
1020,Dryopteris remota (Döll) Druce,,kapraď tuhá,,,Dryopteridaceae,0,,,,,,,,,,Dryopteridaceae
1021,Duchesnea indica (Andrews) Focke ,,jahodka indická,,,Rosaceae,0,,,,,,,,,,Rosaceae
1022,Ecballium elaterium (L.) A. Rich.,,tykvice stříkavá,,,Cucurbitaceae,0,,,,,,,,,,Cucurbitaceae
1023,Echinochloa colonum (L.) Link,,ježatka osadní,,,Poaceae,0,,,,,,,,,,Poaceae
1024,Echinochloa crus-galli (L.) P. Beauv.,,ježatka kuří noha,,,Poaceae,0,,,,,,,,,,Poaceae
1025,Echinochloa muricata (P. Beauv.) Fernald,,,,,Poaceae,0,,,,,,,,,,Poaceae
1026,Echinochloa oryzoides (Ard.) Fritsch,,ježatka velkoplodá,,,Poaceae,0,,,,,,,,,,Poaceae
1027,Echinochloa utilis Ohwi et Yabuno,,,,,Poaceae,0,,,,,,,,,,Poaceae
1028,Echinocystis lobata (Michx.) Torr. et A. Gray,,štětinec laločnatý,,,Cucurbitaceae,0,,,,,,,,,,Cucurbitaceae
1029,Echinops exaltatus Schrad. ,,bělotrn statný,,,Asteraceae,0,,,,,,,,,,Asteraceae
1030,Echinops sphaerocephalus L.,,bělotrn kulatohlavý,,,Asteraceae,0,,,,,,,,,,Asteraceae
1031,Echium maculatum L.,"Syn.: Echium russicum J. F. Gmel., E. rubrum Jacq. ",hadinec červený,,,Boraginaceae,0,,,,,,,,,,Boraginaceae
1032,Echium vulgare L.,,hadinec obecný,Hadinec obyčajný,,Boraginaceae,0,,,,,,,,,#40e0d0#990000,Boraginaceae
1033,Elaeagnus umbellata Thunb.,,hlošina okoličnatá,,,Elaeagnaceae,0,,,,,,,,,,Elaeagnaceae
1034,Elatine alsinastrum L.,,úpor kuřičkovitý (úpor přeslenitý),,,Elatinaceae,0,,,,,,,,,,Elatinaceae
1035,Elatine hexandra (Lappierre) DC.,,úpor šestimužný,,,Elatinaceae,0,,,,,,,,,,Elatinaceae
1036,Elatine hydropiper L.,Syn.: Elatine hydropiper subsp. hydropiper,úpor peprný (úpor peprník),,,Elatinaceae,0,,,,,,,,,,Elatinaceae
1037,Elatine orthosperma Düben,Syn.: Elatine hydropiper subsp. orthosperma (Düben) F. Herm.,úpor rovnosemenný,,,Elatinaceae,0,,,,,,,,,,Elatinaceae
1038,Elatine triandra Schkuhr,,úpor trojmužný,,,Elatinaceae,0,,,,,,,,,,Elatinaceae
1039,Eleocharis acicularis (L.) Roem. et Schult.,,bahnička jehlovitá,,,Cyperaceae,0,,,,,,,,,,Cyperaceae
1040,Eleocharis mamillata (H. Lindb.) H. Lindb. ,,bahnička bradavkatá,,,Cyperaceae,0,,,,,,,,,,Cyperaceae
1041,Eleocharis mamillata subsp. mamillata,,bahnička bradavkatá pravá,,,Cyperaceae,0,,,,,,,,,,Cyperaceae
1042,Eleocharis ovata (Roth) Roem. et Schult.,Syn.: Eleocharis soloniensis (Dubois) Hara,bahnička vejčitá,,,Cyperaceae,0,,,,,,,,,,Cyperaceae
1043,Eleocharis palustris (L.) Roem. et Schult.,,bahnička mokřadní (bahnička bahenní),,,Cyperaceae,0,,,,,,,,,,Cyperaceae
1044,Eleocharis palustris subsp. palustris,,bahnička mokřadní pravá,,,Cyperaceae,0,,,,,,,,,,Cyperaceae
1045,Eleocharis palustris subsp. vulgaris Walters,Syn.: Eleocharis vulgaris (Walters) Á. Löve et D. Löve,bahnička mokřadní obecná,,,Cyperaceae,0,,,,,,,,,,Cyperaceae
1046,Eleocharis quinqueflora (Hartmann) O. Schwarz,Syn.: Eleocharis pauciflora (Lightf.) Link,bahnička chudokvětá,,,Cyperaceae,0,,,,,,,,,,Cyperaceae
1047,Eleocharis uniglumis (Link) Schult.,,bahnička jednoplevá,,,Cyperaceae,0,,,,,,,,,,Cyperaceae
1048,Eleocharis uniglumis subsp. sterneri Strandh.,,bahnička jednoplevá sternerova,,,Cyperaceae,0,,,,,,,,,,Cyperaceae
1049,Eleocharis uniglumis subsp. uniglumis,,bahnička jednoplevá pravá,,,Cyperaceae,0,,,,,,,,,,Cyperaceae
1050,Eleusine indica (L.) Gaertn.,,kalužnice indická,,,Poaceae,0,,,,,,,,,,Poaceae
1051,Eleusine japonica Steud.,,kalužnice japonská,,,Poaceae,0,,,,,,,,,,Poaceae
1052,Elodea canadensis Michx.,,vodní mor kanadský,,,Hydrocharitaceae,0,,,,,,,,,,Hydrocharitaceae
1053,Elodea nuttallii (Planch.) H. St. John,,vodní mor americký,,,Hydrocharitaceae,0,,,,,,,,,,Hydrocharitaceae
1054,Elsholtzia ciliata (Thunb.) Hyl.,,klasnatka brvitá,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
1055,Elymus canadensis L.,,pýrovník kanadský,,,Poaceae,0,,,,,,,,,,Poaceae
1056,Elymus caninus (L.) L.,"Syn.: Agropyron caninum (L.) P. Beauv., Roegneria canina (L.) Nevski",pýrovník psí,,,Poaceae,0,,,,,,,,,,Poaceae
1057,Elymus trachycaulon (Link) Shinners,,pýrovník drsnostéblý,,,Poaceae,0,,,,,,,,,,Poaceae
1058,Elytrigia intermedia (Host) Nevski ,"Syn.: Agropyron glaucum (DC.) Roem. et Schult., A. intermedium (Host) P. Beauv., Elymus hispidus (Opiz) Melderis",pýr prostřední,,,Poaceae,0,,,,,,,,,,Poaceae
1059,"Elytrigia intermedia subsp. barbulata (Schur) Á. Löve Syn.: Agropyron intermedium subsp. trichophorum (Link) Hegi, Elymus hispidus subsp. barbulatus (Schur) Melderis, Elytrigia intermedia subsp. trichophora (Link) Tzvelev",,pýr prostřední chlupatý,,,Poaceae,0,,,,,,,,,,Poaceae
1060,Elytrigia intermedia subsp. intermedia,,pýr prostřední pravý,,,Poaceae,0,,,,,,,,,,Poaceae
1061,Elytrigia repens (L.) Nevski,"Syn.: Agropyron repens (L.) P. Beauv., Elymus repens (L.) Gould",pýr plazivý,Pýr plazivý,"pejr, pejř, pejřavka, pýřavka, věchtoví, travní koření",Poaceae,0,,,,,,,,,#008000,Poaceae
1062,"Elytrigia repens subsp. caesia (J. Presl et C. Presl) Dostál Syn.: Agropyron caesium J. Presl et C. Presl, A. repens subsp. caesium (J. Presl et C. Presl) P. Fourn.",,pýr plazivý sivý,,,Poaceae,0,,,,,,,,,,Poaceae
1063,Elytrigia repens subsp. repens,,pýr plazivý pravý,,,Poaceae,0,,,,,,,,,,Poaceae
1064,Empetrum nigrum L.,Syn.: Empetrum nigrum subsp. nigrum,šicha černá,,,Ericaceae,0,,,,,,,,,,Ericaceae
1065,Epilobium alpestre (Jacq.) Krocker,Syn.: Epilobium trigonum Schrank ,vrbovka alpská,,,Onagraceae,0,,,,,,,,,,Onagraceae
1066,Epilobium alsinifolium Vill. ,,vrbovka žabincolistá (vrbovka ptačincolistá),,,Onagraceae,0,,,,,,,,,,Onagraceae
1067,Epilobium anagallidifolium Lam. ,,vrbovka drchničkolistá,,,Onagraceae,0,,,,,,,,,,Onagraceae
1068,Epilobium angustifolium L.,Syn.: Chamerion angustifolium (L.) Holub,vrbovka úzkolistá (vrbka úzkolistá),,,Onagraceae,0,,,,,,,,,,Onagraceae
1069,Epilobium ciliatum Rafin. ,Syn.: Epilobium adenocaulon Hausskn. ,vrbovka žláznatá,,,Onagraceae,0,,,,,,,,,,Onagraceae
1070,Epilobium collinum C.C. Gmel.,,vrbovka chlumní,,,Onagraceae,0,,,,,,,,,,Onagraceae
1071,Epilobium dodonaei Vill.,Syn.: Chamerion dodonaei (Vill.) Holub,vrbovka rozmarýnolistá (vrbka rozmarýnolistá),,,Onagraceae,0,,,,,,,,,,Onagraceae
1072,Epilobium hirsutum L. ,,vrbovka chlupatá,,,Onagraceae,0,,,,,,,,,,Onagraceae
1073,Epilobium hypericifolium Tausch ,,vrbovka třezalkolistá,,,Onagraceae,0,,,,,,,,,,Onagraceae
1074,Epilobium komarovianum H. Lév.,,vrbovka trsnatá,,,Onagraceae,0,,,,,,,,,,Onagraceae
1075,Epilobium lamyi F.W. Schultz ,Syn.: Epilobium tetragonum subsp. lamyi (F.W. Schultz) Nyman ,vrbovka lamyova,,,Onagraceae,0,,,,,,,,,,Onagraceae
1076,Epilobium lanceolatum Sebast. et Mauri ,,vrbovka kopinatá,,,Onagraceae,0,,,,,,,,,,Onagraceae
1077,Epilobium montanum L. ,,vrbovka horská,,,Onagraceae,0,,,,,,,,,,Onagraceae
1078,Epilobium nutans F.W. Schmidt ,,vrbovka nicí,,,Onagraceae,0,,,,,,,,,,Onagraceae
1079,Epilobium obscurum Schreb. ,,vrbovka tmavá,,,Onagraceae,0,,,,,,,,,,Onagraceae
1080,Epilobium palustre L. ,,vrbovka bahenní,,,Onagraceae,0,,,,,,,,,,Onagraceae
1081,Epilobium roseum Schreb. ,,vrbovka růžová,,,Onagraceae,0,,,,,,,,,,Onagraceae
1082,Epilobium tetragonum L. ,"Syn.: Epilobium adnatum Griseb., E. tetragonum subsp. tetragonum",vrbovka čtyřhranná,,,Onagraceae,0,,,,,,,,,,Onagraceae
1083,Epimedium alpinum L.,,škornice alpská,,,Berberidaceae,0,,,,,,,,,,Berberidaceae
1084,Epipactis palustris (L.) Crantz,,kruštík bahenní,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1085,Epipactis albensis Nováková et Rydlo,,kruštík polabský,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1086,Epipactis greuteri H. Baumann et Künkele,,kruštík greuterův,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1087,Epipactis helleborine (L.) Crantz,Syn. Epipactis latifolia (L.) All. ,kruštík širolistý,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1088,Epipactis helleborine subsp. helleborine,,kruštík širolistý pravý,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1089,Epipactis helleborine subsp. orbicularis (Richter) Klein,Syn.: Epipactis distans Arv.-Touv.,kruštík širolistý oddálený,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1090,Epipactis leptochila (Godf.) Godf. subsp. neglecta Kümpel,,kruštík ostrokvětý přehlížený,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1091,Epipactis microphylla (Ehrh.) Sw.,,kruštík drobnolistý,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1092,Epipactis muelleri Godf.,,kruštík růžkatý,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1093,Epipactis nordeniorum Robatsch,,kruštík nordenových,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1094,Epipactis pontica Taubenheim,,kruštík pontický,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1095,Epipactis purpurata Sm.,"Syn.: Epipactis varians Crantz, E. viridiflora (Hoffm.) Rchb.",kruštík modrofialový,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1096,Epipactis tallosii Molnár et Robatsch,,kruštík tallósův,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1097,Epipogium aphyllum Sw.,,sklenobýl bezlistý,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
1098,Equisetum arvense L.,,přeslička rolní,Přeslička roľná,"bezlist, blivačka, cepílek, divé proso, divoké proso, duvok, husí přeslička, chvost, chvosť, kačení mýdlo, kanviš, kociál, kocical, kocuřina, kočičí hřbet, kopí sv. Václava, kudelka, lubeček, plivačka, prasátka,praslica, praslička, přanda, přaska, přáska, přaslena, přaslenka, přaslice, přaslička, přesle, přeslice, přeslina, přesličí, řehtačky, skříb, skřib, slepičky, sračka, stolička, střaslavica, střaslena, střaslička, střaslina, škríb, škrip, škřip, šmirglová tráva, třaslavica, třaslavka, třaslena, třaslice, třeslična, usranka,věchtoví, veveří ocas, veveří ocásek",Equisetaceae,0,,,,,,,,,,Equisetaceae
1099,Equisetum fluviatile L.,Syn.: Equisetum limosum L.,přeslička poříční,,,Equisetaceae,0,,,,,,,,,,Equisetaceae
1100,Equisetum hyemale L.,Syn.: Hippochaete hyemalis (L.) Bruhin,přeslička zimní (cídivka zimní),,,Equisetaceae,0,,,,,,,,,,Equisetaceae
1101,Equisetum palustre L,,přeslička bahenní,,,Equisetaceae,0,,,,,,,,,,Equisetaceae
1102,Equisetum pratense Ehrh.,,přeslička luční,,,Equisetaceae,0,,,,,,,,,,Equisetaceae
1103,Equisetum ramosissimum Desf.,Syn.: Hippochaete ramosissima (Desf.) Bruhin,přeslička větevnatá (cídivka větevnatá),,,Equisetaceae,0,,,,,,,,,,Equisetaceae
1104,Equisetum telmateia Ehrh.,Syn.: Equisetum maximum auct. ,přeslička největší,,,Equisetaceae,0,,,,,,,,,,Equisetaceae
1105,Equisetum variegatum Weber et Mohr,Syn.: Hippochaete variegata (Weber et Mohr) Bruhin,přeslička různobarvá (cídivka různobarvá),,,Equisetaceae,0,,,,,,,,,,Equisetaceae
1106,Eragrostis albensis H. Scholz,,milička polabská,,,Poaceae,0,,,,,,,,,,Poaceae
1107,Eragrostis cilianensis (All.) Janch.,,milička velkokvětá,,,Poaceae,0,,,,,,,,,,Poaceae
1108,Eragrostis gracilis Schrad.,,,,,Poaceae,0,,,,,,,,,,Poaceae
1109,Eragrostis mexicana (Hornem.) Link,,,,,Poaceae,0,,,,,,,,,,Poaceae
1110,Eragrostis multicaulis Steud.,,,,,Poaceae,0,,,,,,,,,,Poaceae
1111,Eragrostis pilosa (L.) P. Beauv.,,milička chlupatá,,,Poaceae,0,,,,,,,,,,Poaceae
1112,Eragrostis tef (Zuccagni) Trotter,,,,,Poaceae,0,,,,,,,,,,Poaceae
1113,Eranthis hyemalis (L.) Salisb.,,talovín zimní,,,Ranunculaceae,0,,,,,,,,,,Ranunculaceae
1114,Erechtites hieraciifolia (L.) DC.,Syn.: Senecio hieraciifolius L.,starčkovec jestřábníkolistý,,,Asteraceae,0,,,,,,,,,,Asteraceae
1115,Erica carnea L.,Syn.: Erica herbacea L.,vřesovec pleťový,,,Ericaceae,0,,,,,,,,,,Ericaceae
1116,Erica tetralix L.,,vřesovec čtyřřadý,,,Ericaceae,0,,,,,,,,,,Ericaceae
1117,Erigeron acris L. s. str.,Syn.: Erigeron acris subsp. acris,turan ostrý,,,Asteraceae,0,,,,,,,,,,Asteraceae
1118,Erigeron angulosus Gaudin ,Syn.: Erigeron acris subsp. angulosus (Gaudin) Vacc. ,turan hranatý,,,Asteraceae,0,,,,,,,,,,Asteraceae
1119,Erigeron annuus subsp. annuus,,turan roční pravý,,,Asteraceae,0,,,,,,,,,,Asteraceae
