ID,calendar,day_name,n_day,n_month,day_memo
634,cz_important,Světový den cestovního ruchu (Světový den turismu),27,9,1980 Světová organizace cestovního ruchu (WTO)
635,cz_important,Světový den boje proti vzteklině,28,9,"2007 WHO, FAO"
636,cz_important,Světový den srdce,29,9,"2000 WHF, WHO"
637,cz_important,Mezinárodní den překladatelů,30,9,
638,cz_important,Mezinárodní den charity[62],5,9,2013 OSN
639,cz_important,Mezinárodní den gramotnosti,8,9,1966 UNESCO
640,cz_important,Evropský den recyklace baterií,9,9,2015 evropská asociace Eucobat
641,cz_holiday,Den obnovy samostatného státu,1,1,1993
642,cz_holiday,Den vítězství - osvobození od fašismu,8,5,1945
643,cz_holiday,Den slovanských věrozvěstů Cyrila a Metoděje,5,7,
644,cz_holiday,Den upálení mistra Jana Husa,6,7,1415
645,cz_holiday,Den České státnosti,28,9,
646,cz_holiday,Den vzniku samostatného Československého státu,28,10,1918
647,cz_holiday,Den boje za svobodu a demokracii,17,11,1989
648,cz_holiday,Velký pátek,,,
649,cz_holiday,Velikonoční pondělí,,,
650,cz_holiday,Svátek práce,1,5,
651,cz_holiday,Štědrý den,24,12,
652,cz_holiday,1. svátek vánoční,25,12,
653,cz_holiday,2. svátek vánoční,26,12,
654,cz_other,Den přístupu České Republiky s Severoatlantické smouvě ,12,3,"1999, NATO"
655,cz_other,Květnové povstání českého lidu,5,5,1945
656,cz_other,Den památky obětí komunistického režimu,27,6,"(1950 – poprava Milady Horákové), od roku 2004"
657,cz_other,Tři králové,6,1,
658,cz_other,Apríl,1,4,
659,cz_other,Filipojakubská noc (pálení čarodějnic),30,4,
660,cz_other,Den matek,13,5,
661,cz_other,Den otců,17,6,
662,cz_other,Halloween,31,10,
663,cz_other,Den památky Jan Palacha,16,1,"výročí Palachova upálení, od roku 2013"
664,cz_other,Památka zesnulých (dušičky),2,11,
665,cz_other,Den narození Jana Ámose Komenského (1592),28,3,
666,cz_other,Den přístupu České republiky k Severoatlantické smlouvě (NATO),12,3,2000
667,cz_other,Den vzdělanosti,7,4,"(1348 – založení Univerzity Karlovy), od roku 2006"
668,cz_other,Vyhlazení obce Lidice (1942),10,6,od roku 2006
